FIA_region,ecoregionL3,er3code,forest_type,a_volume,b_volume,forest_area_km2
Interior_West,Southern Rockies,21,Fir_Spruce_Mountain_Hemlock,241.1,0.03,27774
Interior_West,Middle Rockies,17,Fir_Spruce_Mountain_Hemlock,241.1,0.03,19916.25
Interior_West,Middle Rockies,17,Fir_Spruce_Mountain_Hemlock,241.1,0.03,19916.25
Interior_West,Middle Rockies,17,Fir_Spruce_Mountain_Hemlock,241.1,0.03,19916.25
Interior_West,Northern Rockies,15,Fir_Spruce_Mountain_Hemlock,241.1,0.03,18226.625
Interior_West,Northern Rockies,15,Fir_Spruce_Mountain_Hemlock,241.1,0.03,18226.625
Pacific_Northwest,Northern Rockies,15,Fir_Spruce_Mountain_Hemlock,581.9,0.02,18226.625
Interior_West,Idaho Batholith,16,Fir_Spruce_Mountain_Hemlock,241.1,0.03,16559.0625
Interior_West,Idaho Batholith,16,Fir_Spruce_Mountain_Hemlock,241.1,0.03,16559.0625
Pacific_Northwest,Cascades,4,Fir_Spruce_Mountain_Hemlock,581.9,0.02,12138.9375
Pacific_Northwest,Cascades,4,Fir_Spruce_Mountain_Hemlock,581.9,0.02,12138.9375
Pacific_Northwest,Cascades,4,Fir_Spruce_Mountain_Hemlock,581.9,0.02,12138.9375
Interior_West,Blue Mountains,11,Fir_Spruce_Mountain_Hemlock,241.1,0.03,11089.125
Pacific_Northwest,Blue Mountains,11,Fir_Spruce_Mountain_Hemlock,581.9,0.02,11089.125
Pacific_Northwest,Blue Mountains,11,Fir_Spruce_Mountain_Hemlock,581.9,0.02,11089.125
Pacific_Northwest,North Cascades,77,Fir_Spruce_Mountain_Hemlock,581.9,0.02,11035.125
Interior_West,Canadian Rockies,41,Fir_Spruce_Mountain_Hemlock,241.1,0.03,9296.6875
Interior_West,Wasatch and Uinta Mountains,19,Fir_Spruce_Mountain_Hemlock,241.1,0.03,7114
Interior_West,Wasatch and Uinta Mountains,19,Fir_Spruce_Mountain_Hemlock,241.1,0.03,7114
Interior_West,Wasatch and Uinta Mountains,19,Fir_Spruce_Mountain_Hemlock,241.1,0.03,7114
Interior_West,Sierra Nevada,5,Fir_Spruce_Mountain_Hemlock,241.1,0.03,5398.25
Pacific_Northwest,Sierra Nevada,5,Fir_Spruce_Mountain_Hemlock,581.9,0.02,5398.25
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Fir_Spruce_Mountain_Hemlock,581.9,0.02,3933.8125
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Fir_Spruce_Mountain_Hemlock,581.9,0.02,3933.8125
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Fir_Spruce_Mountain_Hemlock,581.9,0.02,3933.8125
Interior_West,Arizona/New Mexico Mountains,23,Fir_Spruce_Mountain_Hemlock,241.1,0.03,1451.1875
Interior_West,Arizona/New Mexico Mountains,23,Fir_Spruce_Mountain_Hemlock,241.1,0.03,1451.1875
Pacific_Northwest,Klamath Mountains/California High North Coast Range,78,Fir_Spruce_Mountain_Hemlock,581.9,0.02,1398.75
Pacific_Northwest,Klamath Mountains/California High North Coast Range,78,Fir_Spruce_Mountain_Hemlock,581.9,0.02,1398.75
Pacific_Northwest,Coast Range,1,Fir_Spruce_Mountain_Hemlock,581.9,0.02,778.5
Pacific_Northwest,Coast Range,1,Fir_Spruce_Mountain_Hemlock,581.9,0.02,778.5
Pacific_Northwest,Coast Range,1,Fir_Spruce_Mountain_Hemlock,581.9,0.02,778.5
Interior_West,Central Basin and Range,13,Fir_Spruce_Mountain_Hemlock,241.1,0.03,442.3125
Interior_West,Central Basin and Range,13,Fir_Spruce_Mountain_Hemlock,241.1,0.03,442.3125
Interior_West,Central Basin and Range,13,Fir_Spruce_Mountain_Hemlock,241.1,0.03,442.3125
Pacific_Northwest,Central Basin and Range,13,Fir_Spruce_Mountain_Hemlock,581.9,0.02,442.3125
Interior_West,Northern Basin and Range,80,Fir_Spruce_Mountain_Hemlock,241.1,0.03,412.5
Interior_West,Northern Basin and Range,80,Fir_Spruce_Mountain_Hemlock,241.1,0.03,412.5
Interior_West,Northern Basin and Range,80,Fir_Spruce_Mountain_Hemlock,241.1,0.03,412.5
Pacific_Northwest,Northern Basin and Range,80,Fir_Spruce_Mountain_Hemlock,581.9,0.02,412.5
Pacific_Northwest,Northern Basin and Range,80,Fir_Spruce_Mountain_Hemlock,581.9,0.02,412.5
Interior_West,Colorado Plateaus,20,Fir_Spruce_Mountain_Hemlock,241.1,0.03,290.0625
Interior_West,Colorado Plateaus,20,Fir_Spruce_Mountain_Hemlock,241.1,0.03,290.0625
Interior_West,Colorado Plateaus,20,Fir_Spruce_Mountain_Hemlock,241.1,0.03,290.0625
Interior_West,Colorado Plateaus,20,Fir_Spruce_Mountain_Hemlock,241.1,0.03,290.0625
Interior_West,Wyoming Basin,18,Fir_Spruce_Mountain_Hemlock,241.1,0.03,116.125
Interior_West,Wyoming Basin,18,Fir_Spruce_Mountain_Hemlock,241.1,0.03,116.125
Interior_West,Wyoming Basin,18,Fir_Spruce_Mountain_Hemlock,241.1,0.03,116.125
Interior_West,Wyoming Basin,18,Fir_Spruce_Mountain_Hemlock,241.1,0.03,116.125
Interior_West,Wyoming Basin,18,Fir_Spruce_Mountain_Hemlock,241.1,0.03,116.125
Interior_West,Columbia Plateau,10,Fir_Spruce_Mountain_Hemlock,241.1,0.03,78.5625
Pacific_Northwest,Columbia Plateau,10,Fir_Spruce_Mountain_Hemlock,581.9,0.02,78.5625
Pacific_Northwest,Columbia Plateau,10,Fir_Spruce_Mountain_Hemlock,581.9,0.02,78.5625
Interior_West,Madrean Archipelago,79,Fir_Spruce_Mountain_Hemlock,241.1,0.03,56.6875
Interior_West,Madrean Archipelago,79,Fir_Spruce_Mountain_Hemlock,241.1,0.03,56.6875
Interior_West,Mojave Basin and Range,14,Fir_Spruce_Mountain_Hemlock,241.1,0.03,40
Interior_West,Mojave Basin and Range,14,Fir_Spruce_Mountain_Hemlock,241.1,0.03,40
Interior_West,Mojave Basin and Range,14,Fir_Spruce_Mountain_Hemlock,241.1,0.03,40
Pacific_Northwest,Mojave Basin and Range,14,Fir_Spruce_Mountain_Hemlock,581.9,0.02,40
Interior_West,Northwestern Great Plains,43,Fir_Spruce_Mountain_Hemlock,241.1,0.03,14.1875
Interior_West,Northwestern Great Plains,43,Fir_Spruce_Mountain_Hemlock,241.1,0.03,14.1875
Interior_West,Snake River Plain,12,Fir_Spruce_Mountain_Hemlock,241.1,0.03,6.375
Interior_West,Snake River Plain,12,Fir_Spruce_Mountain_Hemlock,241.1,0.03,6.375
Pacific_Northwest,Snake River Plain,12,Fir_Spruce_Mountain_Hemlock,581.9,0.02,6.375
Pacific_Northwest,Puget Lowland,2,Fir_Spruce_Mountain_Hemlock,581.9,0.02,4.75
Pacific_Northwest,Central California Foothills and Coastal Mountains,6,Fir_Spruce_Mountain_Hemlock,581.9,0.02,2.5
Interior_West,Northwestern Glaciated Plains,42,Fir_Spruce_Mountain_Hemlock,241.1,0.03,2.25
Pacific_Northwest,Willamette Valley,3,Fir_Spruce_Mountain_Hemlock,581.9,0.02,0.8125
Pacific_Northwest,Willamette Valley,3,Fir_Spruce_Mountain_Hemlock,581.9,0.02,0.8125
Interior_West,Arizona/New Mexico Plateau,22,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.5
Interior_West,Arizona/New Mexico Plateau,22,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.5
Interior_West,Arizona/New Mexico Plateau,22,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.5
Interior_West,Arizona/New Mexico Plateau,22,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.5
Pacific_Northwest,Southern California Mountains,8,Fir_Spruce_Mountain_Hemlock,581.9,0.02,0.1875
Interior_West,Chihuahuan Deserts,24,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.125
Interior_West,Chihuahuan Deserts,24,Fir_Spruce_Mountain_Hemlock,241.1,0.03,0.125
Pacific_Northwest,Coast Range,1,Hemlock_Sitka_Spruce,736.44,0.04,8960.125
Pacific_Northwest,Coast Range,1,Hemlock_Sitka_Spruce,736.44,0.04,8960.125
Pacific_Northwest,Coast Range,1,Hemlock_Sitka_Spruce,736.44,0.04,8960.125
Interior_West,Northern Rockies,15,Hemlock_Sitka_Spruce,583.31,0.02,3365.3125
Interior_West,Northern Rockies,15,Hemlock_Sitka_Spruce,583.31,0.02,3365.3125
Pacific_Northwest,Northern Rockies,15,Hemlock_Sitka_Spruce,736.44,0.04,3365.3125
Pacific_Northwest,North Cascades,77,Hemlock_Sitka_Spruce,736.44,0.04,3344.6875
Pacific_Northwest,Cascades,4,Hemlock_Sitka_Spruce,736.44,0.04,1307.875
Pacific_Northwest,Cascades,4,Hemlock_Sitka_Spruce,736.44,0.04,1307.875
Pacific_Northwest,Cascades,4,Hemlock_Sitka_Spruce,736.44,0.04,1307.875
Pacific_Northwest,Puget Lowland,2,Hemlock_Sitka_Spruce,736.44,0.04,175.625
Interior_West,Idaho Batholith,16,Hemlock_Sitka_Spruce,583.31,0.02,131.625
Interior_West,Idaho Batholith,16,Hemlock_Sitka_Spruce,583.31,0.02,131.625
Interior_West,Columbia Plateau,10,Hemlock_Sitka_Spruce,583.31,0.02,7.625
Pacific_Northwest,Columbia Plateau,10,Hemlock_Sitka_Spruce,736.44,0.04,7.625
Pacific_Northwest,Columbia Plateau,10,Hemlock_Sitka_Spruce,736.44,0.04,7.625
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Hemlock_Sitka_Spruce,736.44,0.04,2.1875
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Hemlock_Sitka_Spruce,736.44,0.04,2.1875
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Hemlock_Sitka_Spruce,736.44,0.04,2.1875
Pacific_Northwest,Willamette Valley,3,Hemlock_Sitka_Spruce,736.44,0.04,2.125
Pacific_Northwest,Willamette Valley,3,Hemlock_Sitka_Spruce,736.44,0.04,2.125
Interior_West,Canadian Rockies,41,Hemlock_Sitka_Spruce,583.31,0.02,0.6875
Interior_West,Northern Basin and Range,80,Hemlock_Sitka_Spruce,583.31,0.02,0.5625
Interior_West,Northern Basin and Range,80,Hemlock_Sitka_Spruce,583.31,0.02,0.5625
Interior_West,Northern Basin and Range,80,Hemlock_Sitka_Spruce,583.31,0.02,0.5625
Pacific_Northwest,Klamath Mountains/California High North Coast Range,78,Hemlock_Sitka_Spruce,736.44,0.04,0.5625
Pacific_Northwest,Klamath Mountains/California High North Coast Range,78,Hemlock_Sitka_Spruce,736.44,0.04,0.5625
Pacific_Northwest,Northern Basin and Range,80,Hemlock_Sitka_Spruce,736.44,0.04,0.5625
Pacific_Northwest,Northern Basin and Range,80,Hemlock_Sitka_Spruce,736.44,0.04,0.5625
Interior_West,Blue Mountains,11,Hemlock_Sitka_Spruce,583.31,0.02,0.4375
Pacific_Northwest,Blue Mountains,11,Hemlock_Sitka_Spruce,736.44,0.04,0.4375
Pacific_Northwest,Blue Mountains,11,Hemlock_Sitka_Spruce,736.44,0.04,0.4375
Northeast,Southeastern Plains,65,Loblolly_Shortleaf_Pine,135.43,0.1,101000
Northeast,Southeastern Plains,65,Loblolly_Shortleaf_Pine,135.43,0.1,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,Southeastern Plains,65,Loblolly_Shortleaf_Pine,225.7,0.08,101000
South,South Central Plains,35,Loblolly_Shortleaf_Pine,225.7,0.08,74756.5
South,South Central Plains,35,Loblolly_Shortleaf_Pine,225.7,0.08,74756.5
South,South Central Plains,35,Loblolly_Shortleaf_Pine,225.7,0.08,74756.5
South,South Central Plains,35,Loblolly_Shortleaf_Pine,225.7,0.08,74756.5
South,Piedmont,45,Loblolly_Shortleaf_Pine,225.7,0.08,48164.25
South,Piedmont,45,Loblolly_Shortleaf_Pine,225.7,0.08,48164.25
South,Piedmont,45,Loblolly_Shortleaf_Pine,225.7,0.08,48164.25
South,Piedmont,45,Loblolly_Shortleaf_Pine,225.7,0.08,48164.25
South,Piedmont,45,Loblolly_Shortleaf_Pine,225.7,0.08,48164.25
Northeast,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,135.43,0.1,32317.1875
Northeast,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,135.43,0.1,32317.1875
Northeast,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,135.43,0.1,32317.1875
Northeast,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,135.43,0.1,32317.1875
South,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,225.7,0.08,32317.1875
South,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,225.7,0.08,32317.1875
South,Middle Atlantic Coastal Plain,63,Loblolly_Shortleaf_Pine,225.7,0.08,32317.1875
South,Ouachita Mountains,36,Loblolly_Shortleaf_Pine,225.7,0.08,12009.5625
South,Ouachita Mountains,36,Loblolly_Shortleaf_Pine,225.7,0.08,12009.5625
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Southern Coastal Plain,75,Loblolly_Shortleaf_Pine,225.7,0.08,8939.8125
South,Edwards Plateau,30,Loblolly_Shortleaf_Pine,225.7,0.08,7363.6875
North_Central,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,192.88,0.06,5831.875
South,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,225.7,0.08,5831.875
South,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,225.7,0.08,5831.875
South,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,225.7,0.08,5831.875
South,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,225.7,0.08,5831.875
South,Mississippi Valley Loess Plains,74,Loblolly_Shortleaf_Pine,225.7,0.08,5831.875
Northeast,Ridge and Valley,67,Loblolly_Shortleaf_Pine,135.43,0.1,4479.6875
Northeast,Ridge and Valley,67,Loblolly_Shortleaf_Pine,135.43,0.1,4479.6875
Northeast,Ridge and Valley,67,Loblolly_Shortleaf_Pine,135.43,0.1,4479.6875
Northeast,Ridge and Valley,67,Loblolly_Shortleaf_Pine,135.43,0.1,4479.6875
South,Ridge and Valley,67,Loblolly_Shortleaf_Pine,225.7,0.08,4479.6875
South,Ridge and Valley,67,Loblolly_Shortleaf_Pine,225.7,0.08,4479.6875
South,Ridge and Valley,67,Loblolly_Shortleaf_Pine,225.7,0.08,4479.6875
South,Ridge and Valley,67,Loblolly_Shortleaf_Pine,225.7,0.08,4479.6875
South,Ridge and Valley,67,Loblolly_Shortleaf_Pine,225.7,0.08,4479.6875
South,Southwestern Appalachians,68,Loblolly_Shortleaf_Pine,225.7,0.08,3662.25
South,Southwestern Appalachians,68,Loblolly_Shortleaf_Pine,225.7,0.08,3662.25
South,Southwestern Appalachians,68,Loblolly_Shortleaf_Pine,225.7,0.08,3662.25
South,Southwestern Appalachians,68,Loblolly_Shortleaf_Pine,225.7,0.08,3662.25
Northeast,Atlantic Coastal Pine Barrens,84,Loblolly_Shortleaf_Pine,135.43,0.1,2551.25
Northeast,Atlantic Coastal Pine Barrens,84,Loblolly_Shortleaf_Pine,135.43,0.1,2551.25
Northeast,Atlantic Coastal Pine Barrens,84,Loblolly_Shortleaf_Pine,135.43,0.1,2551.25
North_Central,Cross Timbers,29,Loblolly_Shortleaf_Pine,192.88,0.06,2077.6875
South,Cross Timbers,29,Loblolly_Shortleaf_Pine,225.7,0.08,2077.6875
South,Cross Timbers,29,Loblolly_Shortleaf_Pine,225.7,0.08,2077.6875
South,Arkansas Valley,37,Loblolly_Shortleaf_Pine,225.7,0.08,1985.625
South,Arkansas Valley,37,Loblolly_Shortleaf_Pine,225.7,0.08,1985.625
South,Western Gulf Coastal Plain,34,Loblolly_Shortleaf_Pine,225.7,0.08,1009.1875
South,Western Gulf Coastal Plain,34,Loblolly_Shortleaf_Pine,225.7,0.08,1009.1875
South,East Central Texas Plains,33,Loblolly_Shortleaf_Pine,225.7,0.08,898.9375
South,East Central Texas Plains,33,Loblolly_Shortleaf_Pine,225.7,0.08,898.9375
South,Southern Texas Plains,31,Loblolly_Shortleaf_Pine,225.7,0.08,466.6875
South,Boston Mountains,38,Loblolly_Shortleaf_Pine,225.7,0.08,344.4375
South,Boston Mountains,38,Loblolly_Shortleaf_Pine,225.7,0.08,344.4375
North_Central,Central Great Plains,27,Loblolly_Shortleaf_Pine,192.88,0.06,306.625
North_Central,Central Great Plains,27,Loblolly_Shortleaf_Pine,192.88,0.06,306.625
South,Central Great Plains,27,Loblolly_Shortleaf_Pine,225.7,0.08,306.625
South,Central Great Plains,27,Loblolly_Shortleaf_Pine,225.7,0.08,306.625
North_Central,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,192.88,0.06,278.5
North_Central,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,192.88,0.06,278.5
South,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,225.7,0.08,278.5
South,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,225.7,0.08,278.5
South,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,225.7,0.08,278.5
South,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,225.7,0.08,278.5
South,Mississippi Alluvial Plain,73,Loblolly_Shortleaf_Pine,225.7,0.08,278.5
North_Central,Interior Plateau,71,Loblolly_Shortleaf_Pine,192.88,0.06,257.125
North_Central,Interior Plateau,71,Loblolly_Shortleaf_Pine,192.88,0.06,257.125
Northeast,Interior Plateau,71,Loblolly_Shortleaf_Pine,135.43,0.1,257.125
South,Interior Plateau,71,Loblolly_Shortleaf_Pine,225.7,0.08,257.125
South,Interior Plateau,71,Loblolly_Shortleaf_Pine,225.7,0.08,257.125
South,Interior Plateau,71,Loblolly_Shortleaf_Pine,225.7,0.08,257.125
South,Texas Blackland Prairies,32,Loblolly_Shortleaf_Pine,225.7,0.08,145.125
Northeast,Blue Ridge,66,Loblolly_Shortleaf_Pine,135.43,0.1,136.875
Northeast,Blue Ridge,66,Loblolly_Shortleaf_Pine,135.43,0.1,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
South,Blue Ridge,66,Loblolly_Shortleaf_Pine,225.7,0.08,136.875
North_Central,Ozark Highlands,39,Loblolly_Shortleaf_Pine,192.88,0.06,129.5
North_Central,Ozark Highlands,39,Loblolly_Shortleaf_Pine,192.88,0.06,129.5
South,Ozark Highlands,39,Loblolly_Shortleaf_Pine,225.7,0.08,129.5
South,Ozark Highlands,39,Loblolly_Shortleaf_Pine,225.7,0.08,129.5
Northeast,Northern Piedmont,64,Loblolly_Shortleaf_Pine,135.43,0.1,82.9375
Northeast,Northern Piedmont,64,Loblolly_Shortleaf_Pine,135.43,0.1,82.9375
Northeast,Northern Piedmont,64,Loblolly_Shortleaf_Pine,135.43,0.1,82.9375
Northeast,Northern Piedmont,64,Loblolly_Shortleaf_Pine,135.43,0.1,82.9375
Northeast,Northern Piedmont,64,Loblolly_Shortleaf_Pine,135.43,0.1,82.9375
South,Northern Piedmont,64,Loblolly_Shortleaf_Pine,225.7,0.08,82.9375
Northeast,Western Allegheny Plateau,70,Loblolly_Shortleaf_Pine,135.43,0.1,81.75
Northeast,Western Allegheny Plateau,70,Loblolly_Shortleaf_Pine,135.43,0.1,81.75
South,Western Allegheny Plateau,70,Loblolly_Shortleaf_Pine,225.7,0.08,81.75
South,Western Allegheny Plateau,70,Loblolly_Shortleaf_Pine,225.7,0.08,81.75
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
Northeast,Northeastern Coastal Zone,59,Loblolly_Shortleaf_Pine,135.43,0.1,75.1875
North_Central,Interior River Valleys and Hills,72,Loblolly_Shortleaf_Pine,192.88,0.06,24.1875
North_Central,Interior River Valleys and Hills,72,Loblolly_Shortleaf_Pine,192.88,0.06,24.1875
North_Central,Interior River Valleys and Hills,72,Loblolly_Shortleaf_Pine,192.88,0.06,24.1875
North_Central,Interior River Valleys and Hills,72,Loblolly_Shortleaf_Pine,192.88,0.06,24.1875
South,Interior River Valleys and Hills,72,Loblolly_Shortleaf_Pine,225.7,0.08,24.1875
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
Northeast,Northeastern Highlands,58,Loblolly_Shortleaf_Pine,135.43,0.1,21.375
North_Central,Southwestern Tablelands,26,Loblolly_Shortleaf_Pine,192.88,0.06,15.4375
South,Southwestern Tablelands,26,Loblolly_Shortleaf_Pine,225.7,0.08,15.4375
South,Southwestern Tablelands,26,Loblolly_Shortleaf_Pine,225.7,0.08,15.4375
Northeast,Central Appalachians,69,Loblolly_Shortleaf_Pine,135.43,0.1,5.25
Northeast,Central Appalachians,69,Loblolly_Shortleaf_Pine,135.43,0.1,5.25
South,Central Appalachians,69,Loblolly_Shortleaf_Pine,225.7,0.08,5.25
South,Central Appalachians,69,Loblolly_Shortleaf_Pine,225.7,0.08,5.25
South,Central Appalachians,69,Loblolly_Shortleaf_Pine,225.7,0.08,5.25
South,Central Appalachians,69,Loblolly_Shortleaf_Pine,225.7,0.08,5.25
Northeast,North Central Appalachians,62,Loblolly_Shortleaf_Pine,135.43,0.1,1.0625
Northeast,North Central Appalachians,62,Loblolly_Shortleaf_Pine,135.43,0.1,1.0625
Northeast,Northern Allegheny Plateau,60,Loblolly_Shortleaf_Pine,135.43,0.1,0.8125
Northeast,Northern Allegheny Plateau,60,Loblolly_Shortleaf_Pine,135.43,0.1,0.8125
Northeast,Eastern Great Lakes Lowlands,83,Loblolly_Shortleaf_Pine,135.43,0.1,0.5
Northeast,Eastern Great Lakes Lowlands,83,Loblolly_Shortleaf_Pine,135.43,0.1,0.5
Northeast,Eastern Great Lakes Lowlands,83,Loblolly_Shortleaf_Pine,135.43,0.1,0.5
Northeast,Eastern Great Lakes Lowlands,83,Loblolly_Shortleaf_Pine,135.43,0.1,0.5
South,Southern Florida Coastal Plain,76,Loblolly_Shortleaf_Pine,225.7,0.08,0.3125
North_Central,Central Irregular Plains,40,Loblolly_Shortleaf_Pine,192.88,0.06,0.25
North_Central,Central Irregular Plains,40,Loblolly_Shortleaf_Pine,192.88,0.06,0.25
North_Central,Central Irregular Plains,40,Loblolly_Shortleaf_Pine,192.88,0.06,0.25
South,Central Irregular Plains,40,Loblolly_Shortleaf_Pine,225.7,0.08,0.25
Northeast,Erie Drift Plain,61,Loblolly_Shortleaf_Pine,135.43,0.1,0.1875
Northeast,Erie Drift Plain,61,Loblolly_Shortleaf_Pine,135.43,0.1,0.1875
Northeast,Erie Drift Plain,61,Loblolly_Shortleaf_Pine,135.43,0.1,0.1875
Northeast,Acadian Plains and Hills,82,Loblolly_Shortleaf_Pine,135.43,0.1,0.0625
Interior_West,Middle Rockies,17,Lodgepole_Pine,203.42,0.03,26732.1875
Interior_West,Middle Rockies,17,Lodgepole_Pine,203.42,0.03,26732.1875
Interior_West,Middle Rockies,17,Lodgepole_Pine,203.42,0.03,26732.1875
Interior_West,Southern Rockies,21,Lodgepole_Pine,203.42,0.03,10927.6875
Interior_West,Southern Rockies,21,Lodgepole_Pine,203.42,0.03,10927.6875
Interior_West,Southern Rockies,21,Lodgepole_Pine,203.42,0.03,10927.6875
Interior_West,Southern Rockies,21,Lodgepole_Pine,203.42,0.03,10927.6875
Interior_West,Idaho Batholith,16,Lodgepole_Pine,203.42,0.03,5781.5
Interior_West,Idaho Batholith,16,Lodgepole_Pine,203.42,0.03,5781.5
Interior_West,Sierra Nevada,5,Lodgepole_Pine,203.42,0.03,5710
Pacific_Northwest,Sierra Nevada,5,Lodgepole_Pine,292.6,0.02,5710
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Lodgepole_Pine,292.6,0.02,4147.0625
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Lodgepole_Pine,292.6,0.02,4147.0625
Pacific_Northwest,Eastern Cascades Slopes and Foothills,9,Lodgepole_Pine,292.6,0.02,4147.0625
Interior_West,Northern Rockies,15,Lodgepole_Pine,203.42,0.03,4040.3125
Interior_West,Northern Rockies,15,Lodgepole_Pine,203.42,0.03,4040.3125
Pacific_Northwest,Northern Rockies,15,Lodgepole_Pine,292.6,0.02,4040.3125
Interior_West,Canadian Rockies,41,Lodgepole_Pine,203.42,0.03,2996.875
Interior_West,Wasatch and Uinta Mountains,19,Lodgepole_Pine,203.42,0.03,2483.1875
Interior_West,Wasatch and Uinta Mountains,19,Lodgepole_Pine,203.42,0.03,2483.1875
Interior_West,Wasatch and Uinta Mountains,19,Lodgepole_Pine,203.42,0.03,2483.1875
Pacific_Northwest,Cascades,4,Lodgepole_Pine,292.6,0.02,1019.25
Pacific_Northwest,Cascades,4,Lodgepole_Pine,292.6,0.02,1019.25
Pacific_Northwest,Cascades,4,Lodgepole_Pine,292.6,0.02,1019.25
Interior_West,Blue Mountains,11,Lodgepole_Pine,203.42,0.03,751.3125
Pacific_Northwest,Blue Mountains,11,Lodgepole_Pine,292.6,0.02,751.3125
Pacific_Northwest,Blue Mountains,11,Lodgepole_Pine,292.6,0.02,751.3125
Pacific_Northwest,North Cascades,77,Lodgepole_Pine,292.6,0.02,670.4375
Interior_West,Wyoming Basin,18,Lodgepole_Pine,203.42,0.03,182.4375
